bin,bid,YearBuilt,BuildingType,NumberofFloors,PropertyGFATotal,SiteEnergyUse(kBtu),geometry,Building Age,Total Carbon
24272,206081831,1981,Residential,7,61745,1283825.0,POINT (550616.725116424 5274988.451363762),41,138499.10047878546
24274,217603453,1960,Commercial,2,34110,2174664.0,POINT (550688.8256484348 5276028.296842118),62,234602.8530707826
24275,217603517,1994,Residential,4,56649,949689.0,POINT (550740.3613979075 5275976.506696927),28,102452.49331847976
24276,217603451,1999,Residential,3,43969,808810.0,POINT (550704.3427837932 5275971.747193511),23,87254.46027164643
24281,217361090,2007,Residential,8,128571,3199810.0,POINT (546692.8345019004 5279699.377661565),15,345195.6510451366
24282,541741550,1925,Residential,3,21239,685583.0,POINT (546103.5460078525 5267719.944041697),97,73960.72580261888
24288,231351618,1997,Residential,5,26843,315556.0,POINT (545958.5185557024 5267889.962163896),25,34042.19589950626
24292,224128370,1980,Residential,4,26970,621352.0,POINT (546895.840991759 5264610.896775717),42,67031.482546838
24296,206051261,2020,Commercial,7,84431,6880124.0,POINT (551057.4877302106 5273993.091566355),2,742228.0958717141
24333,226182735,1970,Commercial,1,43390,494027.0,POINT (550648.7609250268 5269653.731082011),52,53295.65564795275
24348,226194064,1966,Commercial,1,28144,763970.0,POINT (550488.7643478903 5270413.690487954),56,82417.1189942381
24354,226306335,1989,Commercial,1,23792,3500188.0,POINT (550519.7108760141 5270574.007773282),33,377600.4436014559
24358,164130817,1931,Commercial,1,46183,1542170.0,POINT (550628.9364646157 5270811.694442075),91,166369.37104774293
24375,233324914,1989,Educational,3,51672,2082357.0,POINT (553902.6515555156 5268303.550517469),33,224644.7696342588
24376,60116521,1990,Institutional,2,38352,1810117.0,POINT (553729.7135064997 5268049.655123993),32,195275.5058215549
24377,234828354,1966,Residential,2,21300,651724.0,POINT (553672.5551091793 5268048.018022424),56,70308.0153139532
24381,160980421,1995,Institutional,1,28425,2696528.0,POINT (553834.9189541563 5267817.217442967),27,290901.56556840567
24391,224045687,1987,Residential,4,70094,1432694.0,POINT (548327.9671983126 5283585.08388826),35,154559.09509579034
24393,221410909,1987,Residential,4,134490,2808238.0,POINT (552695.5436548055 5285210.251123752),35,302952.845543858
24397,221410824,1976,Residential,3,36172,711479.0,POINT (552670.1401027216 5285116.655774184),46,76754.38748236388
24412,224050036,1985,Residential,4,38100,1160250.0,POINT (549100.4526789138 5283263.675187312),37,125167.8237536353
24415,224052319,1972,Commercial,1,66704,822896.0,POINT (549040.7605430813 5282868.598481962),50,88774.05860424173
24418,222586380,1969,Institutional,1,25658,1086303.0,POINT (549303.5070098782 5283296.515555081),53,117190.4179677184
24426,160311984,1908,Residential,3,23490,1559730.0,POINT (551382.7910007893 5274174.895883463),114,168263.74466128642
24429,206048364,2006,Residential,5,131050,3233650.0,POINT (550998.8047026936 5274258.217299901),16,348846.311812922
24430,206048407,2015,Residential,5,49062,733606.0,POINT (551009.4607043528 5274242.750079586),7,79141.44926749353
24432,206048359,1965,Residential,5,39226,1042003.0,POINT (550903.7631736208 5274212.927918191),57,112411.33191532792
24441,206624474,1905,Residential,3,23469,1888630.0,POINT (551213.3715019006 5273614.33903405),117,203745.4918990116
24448,206624473,1913,Commercial,1,36000,1312232.0,POINT (551310.2187950446 5273540.722726068),109,141563.64895486346
24458,226306328,1913,Commercial,4,53840,3128813.0,POINT (550480.0530032333 5271507.286963463),109,337536.4913958913
24459,226324737,1903,Commercial,11,185614,3669116.0,POINT (550095.0681584813 5271600.6645726515),119,395824.40406778135
24460,164258170,1924,Commercial,2,36000,1358912.0,POINT (550397.5364670606 5270789.68483209),98,146599.48951751782
24461,164221832,1975,Commercial,1,43794,1235938.0,POINT (550417.6130896411 5270728.728285875),47,133333.0487002116
24479,136050704,1965,Commercial,1,32822,8758475.0,POINT (553352.6841365311 5281278.255922656),57,944864.6887745062
24481,220820615,1961,Residential,2,20144,698091.0,POINT (553351.6561344757 5281144.868617654),61,75310.08942210645
24482,160065189,1948,Educational,1,64314,4803720.0,POINT (554389.7195767214 5281065.565774861),74,518225.536153254
24484,220820976,1950,Commercial,2,20385,824897.0,POINT (553287.2561958334 5281046.467756236),72,88989.92657694676
24485,221078400,1946,Commercial,1,24295,864765.0,POINT (554235.9891179428 5280969.653852598),76,93290.88826400554
24488,220817727,1967,Commercial,2,20317,700766.0,POINT (553801.425553458 5279747.432998877),55,75598.66854603749
24494,238091973,1990,Residential,2,95865,2477416.0,POINT (548108.16695354 5264645.199617251),32,267263.7528570878
24496,238091936,2009,Residential,3,32405,1025804.0,POINT (547815.3672392234 5264645.020181824),13,110663.7830448387
24513,37547871,1986,Commercial,1,33392,2285617.0,POINT (549351.5180793072 5283385.840970985),36,246572.46785116367
24514,222586166,1986,Commercial,1,45155,3129023.0,POINT (549208.7190156744 5283414.639814899),36,337559.1462056205
24525,228614328,1985,Residential,4,114030,3752636.0,POINT (551274.8905747333 5271061.8562417645),37,404834.54553720914
24530,223782794,1989,Residential,6,44839,1219584.0,POINT (549471.4702236322 5275803.318397957),33,131568.7784225413
24541,228885704,1990,Residential,4,48972,1659724.0,POINT (551187.5739215299 5272614.908911118),32,179051.10201394404
24556,228740008,2009,Residential,6,105903,2804851.0,POINT (551883.4688211621 5271535.161504036),13,302587.4558269405
24560,221147689,1949,Commercial,2,43645,2351734.0,POINT (553323.6112355836 5282483.948729121),73,253705.1728743217
24562,600101654,2012,Residential,4,109623,3130586.0,POINT (553249.3653763222 5282233.184233882),10,337727.7627180333
24563,221147751,1952,Commercial,1,26853,1663647.0,POINT (553261.2626848918 5282163.269745584),70,179474.3154356941
24564,231658859,2005,Residential,8,136998,3305554.0,POINT (550328.7543570368 5274575.827595685),17,356603.31866418803
24565,231658830,1907,Residential,3,26772,819146.0,POINT (550377.8915187502 5274541.796876658),115,88369.50843050664
24571,174864403,1967,Residential,6,37417,946327.0,POINT (550562.5667331689 5274562.291134618),55,102089.80060272048
24589,389138199,1926,Commercial,2,20400,941836.0,POINT (550113.042383515 5269770.254994385),96,101605.31131465534
24591,389138201,1926,Commercial,1,20460,3197518.0,POINT (550102.9724281993 5269716.818849973),96,344948.38997894974
24598,226194473,1955,Commercial,2,21870,788208.0,POINT (550183.3480612555 5270077.61995472),67,85031.91555716904
24601,161620491,1970,Commercial,3,36879,535936.0,POINT (547699.5586183596 5264724.097444733),52,57816.80050956973
24604,1259652707,2004,Commercial,5,35176,933060.0,POINT (547339.730448976 5269000.211269743),18,100658.55602806892
24607,224018701,1990,Residential,4,33084,1133626.0,POINT (546108.0582661066 5269624.985199541),32,122295.62540016252
24614,54203235,1959,Educational,1,36701,1730763.0,POINT (551959.8364064196 5283017.335551508),63,186714.7926251352
24617,220179227,2000,Residential,4,29130,981719.0,POINT (549373.335562663 5284703.124255931),22,105907.89120240904
24623,353739467,2016,Residential,4,160743,3843876.0,POINT (549324.8735177007 5277766.028661442),6,414677.5209642996
24626,257169352,2015,Residential,4,131034,3634177.0,POINT (549390.0563359964 5277784.364725606),7,392055.18312908
24631,222408440,2002,Residential,4,24090,969633.0,POINT (548406.2450325703 5281031.579304019),20,104604.05296247244
24643,236748721,1978,Residential,7,100536,4498454.0,POINT (547581.0255850502 5262918.16265432),44,485293.4259304768
24645,236748644,2000,Residential,2,49501,1764777.0,POINT (547564.2029779281 5263042.506257792),22,190384.2245209819
24646,31321306,1975,Institutional,2,27227,7117804.0,POINT (547483.8602571232 5264035.474698066),47,767869.0252832754
24660,175951561,1923,Residential,3,32292,2672076.0,POINT (550557.1920780104 5274488.888031567),99,288263.68267556024
24667,206049411,1964,Residential,4,22326,582774.0,POINT (550561.9391340851 5274721.224743637),58,62869.68611954411
24673,206049356,1948,Residential,3,29528,1489378.0,POINT (550613.5846103427 5274484.931686635),74,160674.16764192356
24688,206049325,1959,Residential,5,27910,893274.0,POINT (550609.1104523848 5274740.5290920995),63,96366.44050480914
24689,206049386,1961,Residential,4,23100,552092.0,POINT (550608.5810994788 5274714.96086379),61,59559.7105380668
24693,206049369,1966,Residential,4,37509,11026517.0,POINT (550657.2186116672 5274652.030126956),56,1189541.1648114314
24701,431431048,1935,Commercial,2,20747,998633.0,POINT (550101.2093273425 5270710.442394678),87,107732.57430602376
24705,226281364,1928,Commercial,2,40800,1942647.0,POINT (550103.1097157596 5270839.3873387575),94,209572.84836158445
24710,226324741,1909,Commercial,4,44775,1000524.0,POINT (550092.8576648901 5271332.784966283),113,107936.57547363258
24711,439990238,1910,Commercial,5,32250,815324.0,POINT (550071.1053845028 5271677.1492241975),112,87957.19089343584
24717,226281217,1910,Commercial,3,27690,197863.0,POINT (550031.2756758002 5270710.9537493475),112,21345.469606865365
24722,231270751,1987,Residential,4,54871,1772101.0,POINT (546133.1800999899 5266063.0279104225),35,191174.3379802981
24739,229908296,1927,Residential,4,45192,3358518.0,POINT (551798.5184608387 5274241.929358115),95,362317.077437976
24741,160311962,1928,Residential,4,22553,710220.0,POINT (551765.869409108 5274110.486430486),94,76618.56650403522
24746,229911258,1988,Residential,4,63998,4012600.0,POINT (551861.5687331 5274081.327642264),34,432879.4739011739
24751,599920018,2016,Residential,4,72856,1561572.0,POINT (551912.2796534644 5274209.597588476),6,168462.4597066251
24752,136571516,2004,Residential,6,436074,10220908.0,POINT (552327.4312138177 5274088.825953894),18,1102632.0285680853
24758,228857041,1962,Commercial,1,24248,249696.0,POINT (551383.2452622366 5273441.334349685),60,26937.216048254875
24764,222585631,1970,Residential,9,127230,4085841.0,POINT (550055.2853229573 5283560.80456417),52,440780.7163743823
24765,221257932,1967,Residential,4,20132,727670.0,POINT (550802.46577217 5283399.455494943),55,78501.07331248248
24769,238327133,2009,Commercial,6,244500,10171006.0,POINT (550752.3940682366 5283376.788422355),13,1097248.5984961577
24772,235230176,1980,Residential,4,33034,613952.0,POINT (551533.2132387554 5285010.869507663),42,66233.17020400077
24780,226137041,2009,Commercial,3,127065,2931582.0,POINT (550301.5390055933 5267356.6949887825),13,316259.2019783061
24781,226137127,1964,Commercial,1,37247,2174563.0,POINT (550391.7771955624 5267361.918629148),58,234591.95718610336
24782,206049359,1997,Residential,4,24837,597068.0,POINT (550671.1466367336 5274692.163863376),25,64411.72350177593
24784,206081448,1966,Residential,4,38521,884351.0,POINT (550613.925869197 5274791.69818177),56,95403.8268514123
24790,206049342,1963,Residential,4,23968,712591.0,POINT (550706.2187650927 5274720.255501729),59,76874.35009388211
24796,238146575,1986,Residential,4,21312,467408.0,POINT (551043.7253635403 5275306.7207592195),36,50423.996694711626
24803,218748562,1993,Commercial,1,25384,2478690.0,POINT (546821.7296081814 5282339.025160043),29,267401.1920361114
24822,226194524,1910,Commercial,3,49052,971327.0,POINT (550025.3593450591 5270348.56934276),112,104786.80176095436
24830,226181138,1937,Commercial,2,39036,1393876.0,POINT (549917.8047223743 5269384.019821851),85,150371.4074573774
24840,226181117,1923,Commercial,1,26310,359450.0,POINT (550030.4878246328 5269311.62881077),99,38777.48265308701
24846,231350796,1996,Residential,6,20078,915648.0,POINT (546101.4993777138 5268074.476312134),26,98780.14866138216
24850,223484916,2000,Residential,6,29866,705213.0,POINT (551432.5605685338 5279173.607314539),22,76078.41111206413
24854,234837533,1964,Residential,3,191330,6351882.0,POINT (553719.3041455158 5266400.154877479),58,685241.3244386024
24858,771727161,1969,Residential,3,46720,915539.0,POINT (554453.0766913088 5266229.114193346),53,98768.38973633226
24861,219481276,1985,Residential,4,29063,842297.0,POINT (548400.9665665484 5286168.756347022),37,90867.03938307756
24862,496469763,1962,Commercial,3,29874,2076588.0,POINT (546987.8944815636 5265238.484893956),60,224022.4096469847
24865,38654648,1948,Residential,2,22252,794755.0,POINT (545226.9072553543 5276664.645622858),74,85738.20622048732
24868,782796871,1965,Commercial,1,20140,1192794.0,POINT (545260.7592619711 5276464.847592831),57,128678.67198137786
24876,224050750,1990,Commercial,2,71874,1443590.0,POINT (548297.4097929935 5283470.348317941),32,155734.556080595
24888,228735260,2001,Residential,4,94370,2799989.0,POINT (552425.1811727018 5272160.201221241),21,302062.94304168713
24893,228735399,1998,Commercial,2,21200,1801284.0,POINT (552491.2181841367 5272089.66156942),24,194322.60137232768
24902,238331436,2006,Residential,4,30386,718120.0,POINT (548346.6253516148 5282694.951252996),16,77470.81887003712
24908,24468029,1931,Educational,3,117116,7951186.0,POINT (546499.4221771205 5280509.194318854),91,857774.3140533268
24909,217372882,1928,Commercial,2,24120,1067072.0,POINT (546359.076675926 5280505.851128201),94,115115.77679675855
24934,221202852,1995,Residential,2,20261,510735.0,POINT (550428.6071123576 5282991.62171939),27,55098.115462023634
24976,234930308,1966,Residential,4,23420,418016.0,POINT (548455.8655426141 5278497.852820078),56,45095.58544641207
24991,231288754,1962,Commercial,3,36140,4249580.0,POINT (550930.1785312031 5265496.0208785),60,458444.8872803046
25004,229908285,1926,Residential,3,27840,1373092.0,POINT (552072.0944207829 5274237.698455448),96,148129.22857446806
25046,228616327,1971,Residential,15,73898,3717122.0,POINT (551464.7818930212 5270758.988802723),51,401003.2935718684
25053,220804772,1972,Residential,2,136752,3192807.0,POINT (555127.048132935 5280486.75451458),50,344440.16708069213
25055,217508308,2006,Residential,4,54238,1277426.0,POINT (548553.0110966275 5282152.0513513135),16,137808.77606232392
25056,228917025,2002,Residential,6,41310,1457417.0,POINT (547303.8850212055 5268318.606889551),20,157226.21348119102
25061,262791498,2014,Residential,7,113204,3056297.0,POINT (546157.9485942649 5267594.781411053),8,329713.4619562717
25062,231349828,2008,Residential,7,156605,3516704.0,POINT (546202.3061584462 5267598.46646503),14,379382.1904466315
25065,231349823,1991,Residential,5,163699,3914838.0,POINT (546361.6814720652 5267613.066704015),31,422332.9048119233
25069,53192725,1923,Educational,4,46100,2583765.0,POINT (550746.627799018 5272926.709175229),99,278736.68790416844
25078,231753457,1987,Residential,4,20506,575192.0,POINT (547792.9502770412 5274819.00499839),35,62051.73960827493
25080,231761568,1963,Residential,11,52334,1296942.0,POINT (547866.4328480703 5274746.252183261),59,139914.1630464876
25086,231753663,1963,Residential,4,48423,655207.0,POINT (548447.9612957725 5275114.504274749),59,70683.76151531834
25110,219471149,1986,Residential,3,30200,775698.0,POINT (548378.3850733616 5284468.012287016),36,83682.33617758879
25111,219471297,1999,Residential,3,28190,709550.0,POINT (548384.9042043507 5284405.824099039),23,76546.28687299453
25127,238141878,1966,Residential,5,30517,731365.0,POINT (550638.1829528476 5275113.1216499135),56,78899.69008366945
25130,81048687,1978,Residential,4,37760,1035154.0,POINT (551055.3144756458 5283911.840469029),44,111672.46147801816
