bin,bid,YearBuilt,BuildingType,NumberofFloors,PropertyGFATotal,SiteEnergyUse(kBtu),geometry,Building Age,Total Carbon
23040,238099169,1924,Commercial,2,42975,1063636.0,POINT (548225.6213019129 5262815.63289283),98,114745.10095757087
23047,219471251,1974,Residential,3,21552,505799.0,POINT (548370.4131222923 5284704.689674351),48,54565.61955334193
23049,231278476,1963,Commercial,1,23260,1942027.0,POINT (549875.9463880978 5264683.355438048),59,209505.9627328602
23070,38522983,1974,Commercial,3,38121,2704761.0,POINT (549700.8970812595 5284643.674908944),48,291789.7419898353
23074,220179209,1999,Residential,3,29810,2129306.0,POINT (549364.8408077277 5284555.225740563),23,229709.6299293757
23075,220549590,1968,Residential,3,24163,596178.0,POINT (550197.3910480776 5286129.546775992),54,64315.71026054279
23078,229908582,1972,Residential,3,20368,577808.0,POINT (552170.5648691378 5274150.773268836),50,62333.953809472536
23101,231761542,1963,Residential,11,65538,2500688.0,POINT (547814.9727110594 5274699.148629483),59,269774.3372952646
23103,233268478,2000,Residential,3,26148,1045546.0,POINT (546421.050305305 5271025.66056706),22,112793.55091947284
23105,236495501,1985,Residential,4,26827,627687.0,POINT (546553.1473458927 5270772.192566799),37,67714.90264033448
23109,194228673,1986,Residential,3,33331,852818.0,POINT (553700.0282857281 5272091.774996664),36,92002.04535050872
23110,425016005,1968,Residential,3,68815,1624755.0,POINT (544241.424547493 5268736.950124156),54,175278.6446738528
23115,231280515,1979,Commercial,1,42900,522682.0,POINT (550002.110573446 5264453.253246745),43,56386.95837552045
23132,222408441,1990,Residential,4,43035,905134.0,POINT (548418.5867718481 5280991.6692352565),32,97645.89785427532
23162,235387606,1988,Residential,6,68669,1914075.0,POINT (551197.3798930555 5271754.725362152),34,206490.49967786207
23166,228616425,1992,Residential,3,24192,530665.0,POINT (551360.9655048343 5270764.74272798),30,57248.16478536769
23167,236754227,1965,Residential,5,44616,1417475.0,POINT (550431.077052826 5273431.907998368),57,152917.2686707039
23170,1221574542,1978,Residential,3,135955,3553738.0,POINT (550648.1516867559 5284403.996698712),44,383377.4200823929
23172,111769107,2005,Residential,4,66013,1743045.0,POINT (549816.4505923347 5277366.7526571145),17,188039.7753541523
23173,226132856,1960,Residential,5,21822,683907.0,POINT (549118.5006360811 5275699.188624943),62,73779.91884497087
23174,226133405,1969,Residential,5,27918,1111933.0,POINT (549077.7325924041 5275901.130660094),53,119955.3835551398
23175,226129421,1978,Residential,4,34590,766343.0,POINT (549138.8562362795 5275512.635116411),44,82673.11834417765
23177,232049945,2000,Residential,3,37964,1291335.0,POINT (550054.1733916922 5279679.531986322),22,139309.27962671893
23182,236754235,2008,Residential,7,97490,2789138.0,POINT (550501.3208255139 5272871.229255219),14,300892.3366589673
23184,236754248,1911,Residential,5,30985,1170407.0,POINT (550541.6271687092 5272730.42326482),111,126263.56138420256
23187,236754255,1991,Residential,4,109874,4203934.0,POINT (550580.9138148205 5272620.729542575),31,453520.5946855548
23189,85632133,1999,Residential,4,37692,755504.0,POINT (552623.124583874 5285504.1386687355),23,81503.80652201378
23191,85632132,1966,Residential,4,31744,759710.0,POINT (552601.8939497753 5285363.898916102),56,81957.54999687504
23196,228855111,1907,Residential,3,35000,928220.0,POINT (551459.818056939 5273536.484106804),115,100136.41660383482
23204,53608649,1971,Educational,1,50546,2895478.0,POINT (551239.2239188598 5267414.861094199),51,312364.300785631
23212,231753492,1930,Residential,4,36837,645202.0,POINT (548024.4641569452 5274899.821759971),92,69604.42165179315
23215,231753661,1929,Residential,4,41420,1244188.0,POINT (547970.4862296059 5274793.788936955),93,134223.05908242875
23220,231753366,1930,Residential,4,32693,3099650.0,POINT (547921.5391914324 5274806.723645744),92,334390.3856047883
23222,231270344,1958,Residential,3,29811,696084.0,POINT (546153.0399739143 5267359.118086447),64,75093.57416912344
23223,231270354,1989,Residential,5,22606,659900.0,POINT (546162.3135231816 5267328.071157747),33,71190.04257274202
23226,217449624,2001,Residential,3,23381,408797.0,POINT (546706.0020114209 5282079.123058009),21,44101.03929930174
23228,80560577,1994,Commercial,1,45522,13607111.0,POINT (546811.5148133689 5282023.287010676),28,1467935.7650886895
23240,233293545,1990,Residential,4,27328,1098201.0,POINT (544241.5388793346 5269614.984113161),32,118473.97475894509
23242,541741555,2014,Residential,7,72356,2688383.0,POINT (546159.368807869 5267224.684324643),8,290022.882591053
23251,231263491,1969,Residential,3,24180,541046.0,POINT (546081.3024941066 5266725.033423862),53,58368.06754631275
23253,231263588,1980,Residential,4,23932,563117.0,POINT (546083.0192061285 5266602.789133666),42,60749.08804884796
23268,97843686,1997,Commercial,2,60657,2128974.0,POINT (549111.9224866378 5268714.760780934),25,229673.81375399436
23277,223565694,1900,Commercial,1,20200,328768.0,POINT (548836.2966132897 5269023.65371834),122,35467.50707160971
23285,228887615,1930,Residential,3,32688,2756884.0,POINT (550742.3104127209 5272645.472431052),92,297412.77364466025
23286,236754251,1948,Residential,3,50145,4471578.0,POINT (550682.0356364971 5272661.620104235),74,482394.041805329
23288,338073574,1920,Residential,4,24900,4323393.0,POINT (550562.1517619693 5272877.313749295),102,466407.8371400134
23289,338073576,1929,Residential,4,25380,2930878.0,POINT (550583.0710349801 5272891.944161376),93,316183.2544256902
23290,338073573,2009,Residential,6,32489,1278972.0,POINT (550619.5237240659 5272848.91362205),13,137975.5586139491
23297,108384951,1904,Commercial,1,44086,4807784.0,POINT (550668.5303343234 5272918.249750918),118,518663.9606615364
23299,236757193,1970,Commercial,7,54372,1396751.0,POINT (550713.8986871107 5272800.829512809),52,150681.56259057432
23300,236757184,1956,Residential,3,24039,1045368.0,POINT (550775.8592228079 5272763.579140958),66,112774.34827122622
23301,338073570,1960,Residential,7,45564,6598736.0,POINT (550757.5140418424 5272712.292296226),62,711871.9453951892
23303,228887611,1911,Residential,4,39990,951661.0,POINT (550871.783566494 5272624.371376388),111,102665.23276984126
23304,712525750,1967,Residential,11,92183,6454006.0,POINT (550982.8362165048 5272560.876635012),55,696258.4662899416
23306,228887609,1957,Residential,3,51098,1822238.0,POINT (550998.7403696564 5272633.260583701),65,196583.11986311295
23307,228887622,1999,Residential,6,57042,1455751.0,POINT (550942.6014988567 5272606.094831364),23,157046.48532400632
23319,365611009,1982,Residential,17,76855,2831231.0,POINT (550710.8512189919 5273237.606584976),40,305433.3314491089
23320,228299642,1921,Commercial,2,41022,3164172.0,POINT (554467.4948962141 5266054.7495167935),101,341351.021954051
23323,221552044,1965,Residential,3,86835,1929673.0,POINT (552883.3913141176 5286244.531612918),57,208173.21264050732
23331,221554316,1985,Commercial,3,33580,1457509.0,POINT (553030.1284562799 5286518.185146531),37,157236.13844545334
23338,221419405,2001,Residential,4,21388,602030.0,POINT (552744.463563072 5285687.523482593),21,64947.02429166219
23340,221419398,2000,Residential,6,103554,2227324.0,POINT (552697.0219236659 5285625.960931314),22,240283.8163104865
23343,85632127,1969,Commercial,1,30160,937230.0,POINT (552513.5692180758 5285509.815911918),53,101108.41582126232
23355,231270727,1992,Residential,4,29357,717217.0,POINT (546158.6736111369 5266169.9269170575),30,77373.40318820172
23360,231262936,1991,Residential,4,28645,681761.0,POINT (546085.6768363947 5266170.462134857),31,73548.40826554806
23364,871729158,1991,Residential,4,34544,969984.0,POINT (546081.7181102894 5265813.660712901),31,104641.91885873405
23365,224144873,1960,Residential,3,22195,585462.0,POINT (546079.1112340242 5265762.514225341),62,63159.667684077416
23368,232078051,1909,Commercial,11,111137,13909229.0,POINT (549857.0936165443 5273230.242807676),113,1500528.268925622
23372,231262798,1989,Residential,3,30080,645860.0,POINT (546080.3192881478 5266372.700892074),33,69675.40672227787
23377,228614281,1963,Residential,4,20467,345188.0,POINT (551360.5907364768 5270978.139296553),59,37238.89743233774
23396,226137014,1997,Commercial,1,40189,2085794.0,POINT (548844.4692166945 5267956.734038184),25,225015.55335349275
23397,228915441,1966,Commercial,2,28109,5755966.0,POINT (548417.1640275533 5268774.532986785),56,620953.8787501978
23400,228915219,1988,Commercial,2,27000,3360946.0,POINT (547859.9876793299 5268568.767503147),34,362579.0101904637
23408,140676007,1928,Commercial,6,35770,3980590.0,POINT (550620.8596926854 5273127.901469065),94,429426.2336181712
23419,226306323,1973,Institutional,2,21315,2398246.0,POINT (550900.4719496488 5271576.516436953),49,258722.88958919267
23420,233268498,1996,Residential,5,23821,894057.0,POINT (545831.3916785908 5271241.063969309),26,96450.91058108505
23421,223423538,1980,Residential,11,53290,1634186.0,POINT (550741.8201142845 5273479.062905411),42,176296.06139078495
23432,231753656,1985,Residential,4,22716,800276.0,POINT (547868.2395395952 5274800.728281734),37,86333.81195627169
23435,231753434,1930,Residential,5,31040,707366.0,POINT (547862.9007419078 5274901.826773027),92,76310.67685181124
23437,231753654,1957,Residential,4,23636,684006.0,POINT (547812.6857541644 5274794.714910619),65,73790.59896955748
23438,231753446,1982,Residential,4,109864,2175709.0,POINT (547816.6956800598 5274947.01704777),40,234715.5877191968
23440,231753049,1975,Residential,4,24084,1436398.0,POINT (548105.8064103911 5275149.458743298),47,154958.6827873943
23447,231753865,1958,Residential,4,36732,872210.0,POINT (548361.082750806 5274990.4108830225),64,94094.0552089276
23450,1108136676,1913,Residential,3,21234,415556.0,POINT (548349.5079684402 5275208.1602387205),109,44830.20053244186
23451,226128967,1962,Residential,5,29454,625560.0,POINT (548357.196136935 5275187.106372588),60,67485.44178179193
23452,231753631,1962,Residential,4,25596,621729.0,POINT (548298.3464841648 5275216.627550157),60,67072.15332430416
23453,231753664,1948,Residential,3,23120,1816442.0,POINT (548307.85955607 5275156.687782436),74,195957.84711458808
23454,231753634,1958,Residential,6,39212,1512616.0,POINT (548303.7111091684 5275113.306599422),64,163181.08415852513
23457,231753048,1960,Residential,4,22093,581532.0,POINT (548256.7805322143 5275155.15304343),62,62735.69910200305
23458,231753651,1906,Residential,2,22113,247852.0,POINT (548305.922370079 5274846.575526744),116,26738.28524282354
23459,231753207,1984,Commercial,4,57110,2090000.0,POINT (548264.9762347151 5274800.666550548),38,225469.296828354
23462,231753244,1914,Residential,4,40370,1115671.0,POINT (548263.4884607978 5274889.570667109),108,120358.63916831891
23466,397032027,1950,Residential,8,129860,6311440.0,POINT (548204.7532356691 5274995.784193013),72,680878.4396049506
23496,221554615,1967,Residential,2,22382,777322.0,POINT (552909.3655703112 5286932.780835444),55,83857.53337282766
23501,221554656,1970,Residential,2,101613,2542802.0,POINT (552789.0953753397 5286882.780268818),52,274317.59756637906
23502,221554532,1986,Residential,3,30942,966169.0,POINT (552725.7598377975 5286921.106816783),36,104230.35648198756
23510,886615856,1978,Residential,4,39888,2645657.0,POINT (545598.5968689048 5265329.732393843),44,285413.599731585
23515,221409987,2000,Residential,3,30833,735073.0,POINT (551587.6198566856 5285050.254395352),22,79299.7092954587
23517,175459751,1966,Residential,7,28291,770575.0,POINT (550520.0370785363 5274440.772970947),56,83129.6667002435
23518,231753471,1999,Residential,4,34459,849836.0,POINT (548999.4815580101 5274843.474797711),23,91680.34705235458
23521,206081433,1981,Residential,8,25012,757354.0,POINT (550615.2531319648 5274898.410104888),41,81703.38460772307
23523,226140359,1984,Residential,5,34726,882567.0,POINT (549260.3093210987 5276253.893334177),38,95211.36884876071
23530,229911248,1980,Residential,3,49106,1265462.0,POINT (551722.0850965016 5273963.38441378),42,136518.0991880395
23543,221418957,2002,Residential,3,30870,860672.0,POINT (551573.4579745692 5285462.489152529),20,92849.33523437948
23552,235384839,2001,Residential,7,109284,1600193.0,POINT (550571.5286680005 5272229.414921372),21,172628.89497591116
23554,231753832,1999,Residential,4,28766,1362567.0,POINT (548499.1886676059 5275098.258613375),23,146993.79108685162
23557,231753458,1981,Residential,4,24570,717534.0,POINT (549152.8803804191 5275097.067795546),41,77407.60116288812
23558,162041807,2007,Residential,5,50749,1615965.0,POINT (551372.6038021796 5273540.160711044),15,174330.37906661775
23559,162041801,2007,Residential,6,91520,3384838.0,POINT (551372.4079171258 5273562.388233714),15,365156.48025736463
23560,217598750,2004,Residential,4,62504,1581058.0,POINT (550785.1807419477 5277384.013522097),18,170564.61028939893
23562,397007187,1913,Commercial,3,43878,1139556.0,POINT (549974.2685647446 5272274.281753312),109,122935.3540748956
23567,231753494,1947,Residential,3,22604,1429425.0,POINT (548163.3500321545 5274914.305563303),75,154206.4352243397
23570,231753621,1909,Residential,4,46296,11309929.0,POINT (548177.6598357949 5275001.117387335),113,1220115.6645017269
23571,231753620,1929,Residential,3,36282,1099707.0,POINT (548210.6414875751 5275101.421201802),93,118636.44210871708
23574,231753712,1970,Residential,9,54820,2717786.0,POINT (548164.6118301373 5275034.353180498),52,293194.8795932751
23575,231753846,1960,Residential,6,44016,818865.0,POINT (548113.0177858791 5275095.056966514),62,88339.19413748808
23577,231753758,1925,Residential,3,29533,1448255.0,POINT (548117.7288220109 5274979.504507151),97,156237.81649672147
23578,231753505,1930,Residential,3,20688,1717974.0,POINT (548120.2856666525 5274942.847597957),92,185335.11471262903
23589,231753725,1985,Residential,4,49034,1314121.0,POINT (547988.0433318065 5274942.868435447),37,141767.43436237963
23590,224437566,1962,Residential,4,33164,621166.0,POINT (547804.6598812402 5275040.28046294),60,67011.41685822073
23593,224437623,1907,Residential,4,38407,1214940.0,POINT (547645.3878062275 5275130.115124902),115,131067.78348738776
23594,224437706,1955,Residential,6,88422,10035120.0,POINT (547694.3587898391 5275113.8439728785),67,1082589.210520647
23605,221554596,1985,Residential,4,56074,1528120.0,POINT (552821.7565792401 5286589.643902788),37,164853.6563968155
23609,221554496,1981,Residential,4,43132,1221044.0,POINT (552920.9161090144 5286652.79043383),41,131726.28329018215
23610,221554478,1968,Residential,5,25671,693295.0,POINT (552880.7903780247 5286612.411136008),54,74792.69671991086
23611,221554484,1993,Residential,4,31379,848298.0,POINT (552924.1788114093 5286623.921422063),29,91514.42754110004
23615,221554617,2003,Residential,6,119355,2025798.0,POINT (552995.1471348507 5286735.717915888),19,218543.18209391672
23618,51456299,1957,Commercial,1,38255,864738.0,POINT (547138.531579949 5278340.322087373),65,93287.97550275463
23632,221081289,1970,Residential,4,144779,3875261.0,POINT (555240.4297253231 5280957.989421086),52,418063.3362183464
23639,228306652,2006,Residential,2,55842,1469575.0,POINT (555030.9026415247 5265041.931361736),16,158537.81908446335
23641,206081817,1970,Residential,12,97160,4230768.0,POINT (550758.0972946724 5274802.955402387),52,456415.4478487568
23643,229908287,1929,Residential,4,23875,2135670.0,POINT (551862.7448654054 5274286.95914847),93,230396.1785442157
23652,247136183,1999,Residential,4,22763,395093.0,POINT (544584.1462532574 5280165.207707168),23,42622.65114440425
23653,118401148,1989,Commercial,3,48924,2439462.0,POINT (548406.7982244607 5277716.086949075),33,263169.27357870346
23657,231761564,2001,Residential,6,22551,987667.0,POINT (548362.449377971 5274463.592286094),21,106549.56171797604
23658,217603576,1989,Residential,2,21643,1178903.0,POINT (550427.4817945295 5276278.330803519),33,127180.11025781676
23660,231753830,1994,Residential,4,26964,472192.0,POINT (548596.9134754597 5275002.376140245),28,50940.09483635127
23661,223920793,1998,Residential,8,139301,3437247.0,POINT (548930.363508939 5273589.17126762),24,370810.3656054399
23671,217599731,1959,Commercial,4,50333,1343782.0,POINT (550652.9687560275 5276695.97553425),63,144967.26441655465
23672,217599740,1986,Commercial,4,57432,2030910.0,POINT (550660.9661552081 5276553.7774851015),36,219094.6648907524
23673,217599482,1969,Commercial,3,25912,709919.0,POINT (550658.3967003291 5276503.739183817),53,76586.09461009008
23674,217599714,2000,Commercial,3,57132,1457668.0,POINT (550606.1805550446 5276634.438152128),22,157253.2913728197
23677,231985223,1968,Residential,6,49510,2978427.0,POINT (546997.118286369 5265963.214992746),54,321312.8427486048
23679,542346599,1977,Residential,3,23664,1065942.0,POINT (546952.7171461566 5265776.136825088),45,114993.87234440638
23680,231985169,2006,Residential,3,42169,1134421.0,POINT (547121.0438586235 5266179.831746416),16,122381.39003699436
23682,231984712,2008,Residential,3,144682,4582672.0,POINT (547150.5975118062 5265967.785742097),14,494378.86767224246
23689,231283101,1957,Commercial,2,24224,1170119.0,POINT (548566.8219664561 5263345.276461476),65,126232.49193085972
23691,231282504,1963,Commercial,1,23706,451908.0,POINT (548567.0052526626 5263141.88523832),59,48751.8559766066
23695,231753543,1963,Residential,5,27288,989491.0,POINT (548563.8472295055 5275093.239899131),59,106746.3349224808
23712,224119372,1952,Commercial,3,30740,1658335.0,POINT (546157.7039668882 5263242.408503279),70,178901.25662959256
23713,228291820,1962,Residential,4,21540,902581.0,POINT (554982.1272080176 5263745.512798766),60,97370.48009599646
23714,228292168,1947,Residential,2,332900,13634124.0,POINT (555357.9696499988 5263408.95290982),75,1470849.9287801844
23722,177046971,1958,Educational,1,39971,2774690.0,POINT (545992.8613265968 5282580.264421883),64,299333.6857496008
23723,226141990,2006,Residential,6,67796,4333544.0,POINT (549096.7338112291 5276677.090199255),16,467502.92749030265
23725,226140118,1987,Residential,4,120693,4297444.0,POINT (549141.4989833782 5276624.1176299015),35,463608.4578178129
23730,224299557,1948,Commercial,1,46970,309448.0,POINT (546925.5039995627 5278310.814306403),74,33383.264576526555
23735,221920090,2008,Commercial,1,21301,1668188.0,POINT (546798.6482632476 5275967.956449753),14,179964.19872607573
23736,224437716,1931,Commercial,1,47554,1342180.0,POINT (546890.1155262985 5275710.834859951),91,144794.44058233502
23744,224437704,1940,Commercial,2,20671,241681.0,POINT (547038.2375583871 5275509.744508564),82,26072.557476925085
23757,226194575,1927,Commercial,1,21600,560799.0,POINT (550114.8669766294 5269908.0907140765),95,60499.02210145651
23758,236754247,1999,Residential,5,30418,496800.0,POINT (550813.5546316961 5273613.063036462),23,53594.80701642406
23759,224437692,2000,Residential,4,21754,1172909.0,POINT (547594.7783246966 5275163.045111926),22,126533.4772601186
23761,217370283,1997,Residential,3,29378,838128.0,POINT (545182.7228317896 5280323.207107823),25,90417.28746993048
23762,542346543,1977,Commercial,1,35844,1187968.0,POINT (547141.3053450191 5261985.44630544),45,128158.04287779238
23768,215885453,1916,Commercial,3,31774,1551942.0,POINT (549425.311788182 5278850.5589252),106,167423.5748604734
23769,234931970,2006,Residential,4,106218,2758494.0,POINT (549308.1082169835 5278858.456436484),16,297586.46051925054
23774,215885495,1997,Residential,5,217146,6954082.0,POINT (549443.3738302196 5278757.349210115),25,750206.6883381406
23782,221201710,1979,Residential,2,33852,1003090.0,POINT (552076.8229800947 5282354.828514202),43,108213.39567251373
23783,218757091,1976,Residential,3,20599,516617.0,POINT (546707.1188703399 5282126.924980667),46,55732.6658945329
23789,206049349,1965,Residential,11,66150,2448870.0,POINT (550760.2679872806 5274726.283382286),57,264184.20905457
23791,206081737,1926,Residential,3,29896,1058991.0,POINT (551591.0664296759 5274671.337586585),96,114243.99814237104
23807,221202608,1984,Residential,3,49291,1049949.0,POINT (550549.6162192282 5282968.220435281),38,113268.546763461
23814,228732815,1972,Residential,10,97978,4758337.0,POINT (551918.850394805 5272121.216303161),50,513329.6160106888
23815,228732875,2008,Residential,6,87041,1895684.0,POINT (551867.2203254952 5272009.610765533),14,204506.47774581888
23816,959548601,2008,Residential,6,371442,10130119.0,POINT (551961.974950015 5272006.0083677005),14,1092837.7070418894
23826,53166580,1964,Residential,4,21608,544755.0,POINT (549355.9983058549 5276574.804322124),58,58768.19463814832
23867,226306753,1914,Commercial,3,34425,2023277.0,POINT (551043.9112006869 5270735.2853534),108,218271.2164971204
23875,1021229275,2019,Residential,6,147431,3654562.0,POINT (551559.1298429349 5273609.606742642),3,394254.31787350384
23877,228459192,1971,Educational,2,52609,1989460.0,POINT (552946.0820959081 5266777.660019647),51,214623.03697040057
23882,233268465,1993,Residential,6,29358,722340.0,POINT (545602.0824545106 5270855.819663888),29,77926.072665547
23883,231658305,1999,Residential,6,92841,1559366.0,POINT (550087.254260835 5274697.119005769),23,168224.47632442252
23890,218770568,1981,Residential,5,82082,2622029.0,POINT (546839.2690213951 5282583.6887458665),41,282864.609996915
23894,233324350,2004,Residential,7,193946,9156066.0,POINT (553279.863134193 5268872.459073247),18,987756.8242746412
23905,228737963,1968,Residential,3,34846,1158800.0,POINT (551776.457374966 5271817.633038727),54,125011.39768645773
23906,228737972,1922,Commercial,2,21592,2031512.0,POINT (552170.3881238964 5271734.449316788),100,219159.60867864263
23909,228732766,1980,Residential,6,62538,2251703.0,POINT (551603.0216698411 5272131.750738596),42,242913.82395994983
23924,549073892,1982,Residential,5,124260,1707552.0,POINT (549499.6028837648 5272932.660709519),40,184210.78886978448
23925,229911160,1998,Residential,6,71597,1514522.0,POINT (552089.2880887056 5273995.55258469),24,163386.7035268289
23936,226135996,1930,Commercial,1,25881,826888.0,POINT (549857.9325799438 5267235.078053748),92,89204.71574918852
23937,221081361,1979,Residential,5,91560,2618896.0,POINT (555177.9599027426 5281213.038634041),43,282526.6218117651
23939,228735340,2001,Residential,5,23286,800985.0,POINT (552395.9923243945 5272062.130156282),21,86410.29890911921
23940,224049238,1989,Residential,4,37456,1015244.0,POINT (548392.5810613243 5282763.133336975),33,109524.5697556007
23944,206048375,1963,Residential,8,50784,1479447.0,POINT (550518.6595620583 5274079.536168905),59,159602.8109018267
23948,375499130,1960,Residential,10,38220,8004686.0,POINT (550875.822744352 5273453.555791533),62,863545.8965319473
23949,228858824,1981,Residential,4,35251,886313.0,POINT (551822.2881024166 5273005.081274681),41,95615.4875023105
23951,226136039,1953,Commercial,1,24291,1157772.0,POINT (550785.6228173904 5267060.79274502),69,124900.49699883116
23952,226135992,1966,Commercial,1,36544,446092.0,POINT (550679.1757807868 5267015.410285899),56,48124.42562715508
23953,221251964,1999,Residential,4,35456,538493.0,POINT (551234.758120955 5282789.714271042),23,58092.64978803389
23956,221200291,1931,Commercial,2,23923,1154027.0,POINT (551033.378650678 5282137.72846377),91,124496.48622532772
23958,226194578,1949,Commercial,1,20796,1040443.0,POINT (551062.2327450011 5270274.191396732),73,112243.03904305414
23964,226194098,1950,Commercial,1,20724,990018.0,POINT (551072.4528478169 5269879.714186976),72,106803.18770689637
23971,226194091,1955,Commercial,1,25375,2268498.0,POINT (550975.3645345375 5269974.450473646),67,244725.66933805143
23977,226194480,1951,Commercial,1,41550,1521739.0,POINT (550987.5987861698 5270123.492325369),71,164165.27382118785
24009,224023274,1994,Commercial,2,54170,5327968.0,POINT (551289.8344796395 5263618.599280295),28,574781.4346813262
24012,232393033,2000,Educational,2,64493,2894855.0,POINT (550837.0046032874 5263574.633059376),22,312297.09151676786
24026,228547531,1955,Commercial,1,23100,414759.0,POINT (553730.5688404788 5265993.465292629),67,44744.22013551736
24030,228410218,2002,Commercial,2,54811,3225846.0,POINT (553942.6989695841 5265350.774980044),20,348004.4159313677
24033,228241792,1962,Residential,4,21640,728899.0,POINT (554983.027782145 5264130.085311305),60,78633.65788942124
24034,228241854,2010,Residential,4,88043,2361961.0,POINT (554977.7592483283 5264290.085610872),12,254808.462108132
24035,228319029,1961,Educational,1,41428,1759046.0,POINT (555502.222527362 5260900.654124539),61,189765.96397546836
24037,222566384,1983,Residential,4,35577,1125729.0,POINT (550741.7602741835 5280467.964421547),39,121443.6966742996
24045,222409208,2009,Residential,4,41474,773772.0,POINT (549165.4340786707 5281080.183784701),13,83474.55920835843
24053,221251912,1970,Residential,3,22045,583362.0,POINT (551224.7178891203 5282651.802468531),52,62933.11958678577
24062,703641304,1990,Residential,4,37091,945522.0,POINT (552229.8774782667 5282275.063553152),32,102002.95716542534
24069,221201692,1990,Residential,3,30110,523566.0,POINT (552077.596895173 5282435.97351377),32,56482.324336475605
24072,221155046,1970,Residential,4,25300,669872.0,POINT (552179.9278573701 5282907.0477045495),52,72265.82239473835
24091,226194457,1960,Commercial,1,45842,5698886.0,POINT (550737.1401196795 5270214.671554507),62,614796.0857057183
24099,226182740,1972,Commercial,1,31365,498258.0,POINT (550893.6599486916 5269771.452667219),50,53752.09612397225
24102,226182726,1966,Commercial,1,20520,983149.0,POINT (550721.8493179455 5269724.387371471),56,106062.15966866
24104,226182733,1945,Commercial,1,22972,354649.0,POINT (550713.4240370331 5269655.404035052),77,38259.55055065978
24105,226182747,1953,Commercial,1,24990,680100.0,POINT (550759.0723509275 5269768.057680592),69,73369.21950859501
24108,226177451,1963,Commercial,1,99931,5426061.0,POINT (550595.8506934707 5268556.2688731225),59,585363.7120659117
24112,226177588,1966,Commercial,1,24354,332561.0,POINT (550667.3918784668 5268460.193011471),56,35876.69608733696
24115,616359736,1959,Commercial,1,33600,769796.0,POINT (550766.0492480886 5268533.294333613),63,83045.62814415293
24134,228614512,1983,Residential,4,28176,904100.0,POINT (551303.2464213958 5270915.393119371),39,97534.34988637076
24150,228243716,1953,Residential,2,20645,793206.0,POINT (554888.7494017179 5264149.205688237),69,85571.10002872314
24153,236026918,1968,Residential,4,20278,577799.0,POINT (553280.2628319705 5282955.93226103),54,62332.982889055565
24156,206049393,1925,Residential,3,20832,1842964.0,POINT (550840.5226287397 5274484.684158837),97,198819.04170333524
24160,231985069,1993,Residential,3,67313,2858732.0,POINT (547848.0229993388 5266448.039483088),29,308400.1406032125
24161,231276222,2005,Residential,2,25951,842362.0,POINT (548152.5656604512 5265651.416522633),17,90874.05158608896
24162,231985407,1987,Residential,3,85695,2268307.0,POINT (548037.6729932462 5265529.324165707),35,244705.0642492025
24164,231276212,1970,Educational,1,41526,2066967.0,POINT (548265.0863899975 5265331.138922212),52,222984.49572125
24166,224045637,1987,Residential,3,41332,904619.0,POINT (548171.6471158025 5283617.130045981),35,97590.33963041568
24168,224050940,1990,Residential,4,47038,1138500.0,POINT (548275.3694000267 5283594.649925361),32,122821.4327459718
24170,221293945,1974,Commercial,2,24291,935776.0,POINT (552277.8289654155 5283201.358740948),48,100951.55823389944
24172,221302831,1958,Commercial,2,20738,426068.0,POINT (552233.1139356379 5283250.9733918235),64,45964.23557945605
24173,221206077,1990,Residential,4,27344,909256.0,POINT (550810.9884368578 5283282.8248016285),32,98090.5794052449
24178,718268899,2000,Commercial,4,30948,776761.0,POINT (552315.1718296127 5283387.312383783),22,83797.01266683689
24180,81048027,1986,Commercial,2,28385,2856254.0,POINT (550800.1144997943 5283668.412725587),36,308132.8138484084
24181,221258112,1989,Residential,4,64195,1519744.0,POINT (550858.1997846685 5283546.658154204),33,163950.0531287608
24184,221201225,1992,Residential,4,22935,476771.0,POINT (551222.2369811735 5282337.232362206),30,51434.07756849338
24191,206623289,2014,Residential,6,84389,1887650.0,POINT (551422.1931092599 5273797.345847222),8,203639.76945360884
24194,206623404,1908,Residential,3,22308,727563.0,POINT (551457.7144996916 5273859.901262124),114,78489.53014752523
24202,892629964,1978,Commercial,1,21755,644154.0,POINT (550729.5442855356 5269012.012846455),44,69491.36336323999
24230,238097099,1968,Residential,3,35448,919403.0,POINT (548264.0883208795 5263446.133651287),54,99185.2382353489
24240,231350863,1920,Commercial,1,31332,3363005.0,POINT (546090.6285355292 5268022.152944153),102,362801.1352058558
24243,231350767,1969,Residential,4,23596,541395.0,POINT (546055.5620763357 5268080.782445343),53,58405.717682481685
24244,236506157,1948,Commercial,2,35864,442996.0,POINT (546092.0679013488 5268887.974537274),74,47790.429003719386
24245,236506707,1996,Residential,4,42048,912492.0,POINT (546085.992058366 5268800.122911462),26,98439.67923516672
24248,228292091,1967,Residential,6,71000,3731412.0,POINT (555547.208583415 5263301.824483649),55,402544.89943391486
24249,228614198,1969,Residential,4,32922,785544.0,POINT (551257.4716260687 5270990.569884461),53,84744.52311374762
24252,220792844,1984,Commercial,4,45264,1385824.0,POINT (553639.8815385603 5278946.787345354),38,149502.75732433342
24255,221558291,1980,Residential,4,20808,577621.0,POINT (553122.619089989 5285260.824178164),42,62313.78024080894
24259,228868280,1973,Commercial,4,45082,2957995.0,POINT (551710.9239429932 5272934.070359995),49,319108.63764200336
